timestamp,name,price,url
2026-07-05 02:38:07,Asus Prime Z890-P WIFI rev. 1.0,242.46,https://www.skroutz.gr/s/57229442/Asus-Prime-Z890-P-WIFI-rev-1-0-Motherboard-ATX-me-Intel-1851-Socket-PLYASU1850010.html
2026-07-05 02:38:07,Asus TUF GAMING B850-PLUS WIFI,186.0,https://www.skroutz.gr/s/58241013/Asus-TUF-GAMING-B850-PLUS-WIFI-Motherboard-ATX-me-AMD-AM5-Socket-90MB1J30-M0EAY0.html
2026-07-05 02:38:07,MSI MAG Z890 Carbon WiFi,490.63,https://www.skroutz.gr/s/57235188/MSI-MAG-Z890-Carbon-WiFi-Motherboard-ATX-me-Intel-1851-Socket-7E17-001R.html
2026-07-05 02:38:07,Asus TUF Gaming B650-PLUS WIFI,172.9,https://www.skroutz.gr/s/38677845/Asus-TUF-Gaming-B650-PLUS-WIFI-Motherboard-ATX-me-AMD-AM5-Socket-90MB1BZ0-M0EAY0.html
2026-07-05 02:38:07,MSI MAG B760 TOMAHAWK WIFI,163.28,https://www.skroutz.gr/s/40288995/MSI-MAG-B760-TOMAHAWK-WIFI-Motherboard-ATX-me-Intel-1700-Socket-7D96-003R.html
2026-07-05 02:38:07,MSI B850 GAMING PLUS WIFI,174.9,https://www.skroutz.gr/s/58252782/MSI-B850-GAMING-PLUS-WIFI-Motherboard-ATX-me-AMD-AM5-Socket-7E56-001R.html
2026-07-05 02:38:07,Asus TUF GAMING B850M-PLUS WIFI,220.41,https://www.skroutz.gr/s/58240931/Asus-TUF-GAMING-B850M-PLUS-WIFI-Motherboard-Micro-ATX-me-AMD-AM5-Socket-90MB1IY0-M0EAY0.html
2026-07-05 02:38:07,MSI MAG X870E Tomahawk WIFI,285.85,https://www.skroutz.gr/s/58316842/MSI-MAG-X870E-Tomahawk-WIFI-Motherboard-ATX-me-AMD-AM5-Socket-7E59-004R.html
2026-07-05 02:38:07,Asus Rog Strix B650-A Gaming WIFI,211.0,https://www.skroutz.gr/s/38676939/Asus-Rog-Strix-B650-A-Gaming-WIFI-Motherboard-ATX-me-AMD-AM5-Socket-90MB1BP0-M0EAY0.html
2026-07-05 02:38:07,MSI MPG X870E CARBON WIFI,480.9,https://www.skroutz.gr/s/56609009/MSI-MPG-X870E-CARBON-WIFI-Motherboard-ATX-me-AMD-AM5-Socket-7E49-001R.html
2026-07-05 02:38:07,MSI MAG Z790 Tomahawk WIFI,213.58,https://www.skroutz.gr/s/39908377/MSI-MAG-Z790-Tomahawk-WIFI-Motherboard-ATX-me-Intel-1700-Socket-7D91-009R.html
2026-07-05 02:38:07,MSI MPG X870E Gaming Plus WIFI,229.28,https://www.skroutz.gr/s/60713894/msi-mpg-x870e-gaming-plus-wifi-motherboard-atx-me-amd-am5-socket-7e70-001r.html
2026-07-05 02:38:07,Asus TUF Gaming B450-PLUS II,108.7,https://www.skroutz.gr/s/25585595/Asus-TUF-Gaming-B450-PLUS-II-Motherboard-ATX-me-AMD-AM4-Socket-90MB1650-M0EAY0.html
2026-07-05 02:38:07,Gigabyte Aorus Elite Wifi 7 Z890,254.83,https://www.skroutz.gr/s/57225956/Gigabyte-Aorus-Elite-Wifi-7-Z890-Motherboard-ATX-me-Intel-1851-Socket.html
2026-07-05 02:38:07,Gigabyte B850M Aorus Elite WIFI6E,215.38,https://www.skroutz.gr/s/60813434/gigabyte-b850m-aorus-elite-wifi6e-motherboard-micro-atx-me-amd-am5-socket.html
2026-07-05 02:38:07,Asus TUF Gaming B450-PLUS II,112.66,https://www.skroutz.gr/s/25585595/Asus-TUF-Gaming-B450-PLUS-II-Motherboard-ATX-me-AMD-AM4-Socket-90MB1650-M0EAY0.html
2026-07-05 02:38:07,Gigabyte B550 Eagle,97.96,https://www.skroutz.gr/s/59317870/Gigabyte-B550-Eagle-Motherboard-ATX-me-AMD-AM4-Socket.html
2026-07-05 02:38:07,Asus TUF Gaming B550-Plus,116.48,https://www.skroutz.gr/s/23773257/Asus-TUF-Gaming-B550-Plus-Motherboard-ATX-me-AMD-AM4-Socket-90MB14G0-M0EAY0.html
2026-07-05 02:38:07,MSI MAG B760 TOMAHAWK WIFI,163.2,https://www.skroutz.gr/s/40288995/MSI-MAG-B760-TOMAHAWK-WIFI-Motherboard-ATX-me-Intel-1700-Socket-7D96-003R.html
