timestamp,name,condition,price,url
2026-06-16 01:07:05,Asus PRIME H610M-A WIFI Motherboard Micro ATX με Intel 1700 Socket 90MB1G00-M0EAY0,Καινούριο,59.0,https://www.skroutz.gr/skoop/FsVwuiLfhS/asus-prime-h610m-a-wifi-motherboard-micro-atx-me-intel-1700-socket-90mb1g00-m0eay0
2026-06-16 01:07:05,"Arduino , dht22 , display ,cables ,nano , breadboard ,sd card module",Ελάχιστα χρησιμοποιημένο,24.0,https://www.skroutz.gr/skoop/IB4U3w3Y1A/arduino-dht22-display-cables-nano-breadboard-sd-card-module
2026-06-16 01:07:05,ESP 8266 Wi-Fi development board Nodemcu and 5 TP4056 type c modules,Καινούριο,14.0,https://www.skroutz.gr/skoop/IsVWdqQx0d/esp-8266-wi-fi-development-board-nodemcu-and-5-tp4056-type-c-modules
2026-06-16 01:07:05,H310 Biostar + i5 8400 + 8gb ram,Ελάχιστα χρησιμοποιημένο,105.0,https://www.skroutz.gr/skoop/iLZmvRRldH/h310-biostar-i5-8400-8gb-ram
2026-06-16 01:07:05,Asus ROG Maximus Z690 Extreme Glacial Motherboard ATX με Intel 1700 Socket,Ελάχιστα χρησιμοποιημένο,1250.0,https://www.skroutz.gr/skoop/L9SSEGvt4C/asus-rog-maximus-z690-extreme-glacial-motherboard-atx-me-intel-1700-socket
2026-06-16 01:07:05,Asus ROG Maximus Z690 Extreme Glacial Motherboard ATX με Intel 1700 Socket,Μεταχειρισμένο,950.0,https://www.skroutz.gr/skoop/tSdXc1PG2m/asus-rog-maximus-z690-extreme-glacial-motherboard-atx-me-intel-1700-socket
2026-06-16 01:07:05,MSI MPG B860I EDGE TI WIFI Motherboard Mini ITX με Intel 1851 Socket 7E43-001R,Μεταχειρισμένο,160.0,https://www.skroutz.gr/skoop/3tkGpqMnRv/msi-mpg-b860i-edge-ti-wifi-motherboard-mini-itx-me-intel-1851-socket-7e43-001r
2026-06-16 01:07:05,Asus Maximus IV Extreme,Μεταχειρισμένο,85.0,https://www.skroutz.gr/skoop/C9lQ99nAS3/asus-maximus-iv-extreme
2026-06-16 01:07:05,Gigabyte Z87M-HD3,Μεταχειρισμένο,15.0,https://www.skroutz.gr/skoop/4QvOlKD8gK/gigabyte-z87m-hd3
2026-06-16 01:07:05,Asus ProArt Z890-Creator WiFi Motherboard ATX με Intel 1851 Socket 90MB1JD0-M0EAY0,Καινούριο,365.0,https://www.skroutz.gr/skoop/KS4V6IHHmz/asus-proart-z890-creator-wifi-motherboard-atx-me-intel-1851-socket-90mb1jd0-m0eay0
2026-06-16 01:07:05,MSI Pro X670-P WIFI Motherboard ATX με AMD AM5 Socket 7D67-001R,Καινούριο,165.0,https://www.skroutz.gr/skoop/AJQ2P3nBku/msi-pro-x670-p-wifi-motherboard-atx-me-amd-am5-socket-7d67-001r
2026-06-16 01:07:05,GA-B150-HD3P socket 1151 + intel i5 6400,Ελάχιστα χρησιμοποιημένο,95.24,https://www.skroutz.gr/skoop/Is126JAHX3/ga-b150-hd3p-socket-1151-intel-i5-6400
2026-06-16 01:07:05,ASRock H310M-HDV Motherboard Micro ATX με Intel 1151 rev 2 Socket,Καινούριο,100.0,https://www.skroutz.gr/skoop/cxcUQqC3Pv/asrock-h310m-hdv-motherboard-micro-atx-me-intel-1151-rev-2-socket
2026-06-16 01:07:05,Gigabyte A520M DS3H AC rev. 1.x Wi-Fi Motherboard Micro ATX με AMD AM4 Socket,Καινούριο,69.0,https://www.skroutz.gr/skoop/A0KkiqKVDD/gigabyte-a520m-ds3h-ac-rev-1-x-wi-fi-motherboard-micro-atx-me-amd-am4-socket
2026-06-16 01:07:05,ΜΗΤΡΙΚΕΣ IPHONE 4 & 4S ( Logic Board Main Motherboard ) 4 TMX,Μεταχειρισμένο,16.0,https://www.skroutz.gr/skoop/IUuh7auKg1/mitrikes-iphone-4-4s-logic-board-main-motherboard-4-tmx
2026-06-16 01:07:05,ΜΗΤΡΙΚΕΣ IPHONE 3G & 3GS ( Logic Board Main Motherboard ) 3 TMX,Μεταχειρισμένο,15.0,https://www.skroutz.gr/skoop/xq7yhP2tkp/mitrikes-iphone-3g-3gs-logic-board-main-motherboard-3-tmx
