timestamp,name,condition,price,url
2026-06-16 00:53:09,"Memorie ram kingston fury  2x8gb(16gb) kit, ddr4 so-dimm, for laptops 3200mhz cl22 sealed.",Νέο με ετικέτες,93.72,https://www.vinted.gr/items/9184641244-memorie-ram-kingston-fury-2x8gb16gb-kit-ddr4-so-dimm-for-laptops-3200mhz-cl22-sealed
2026-06-16 00:53:09,Memorie Ram Corsair Vengeance 32GB 5200MHz DDR5,Πολύ καλό,270.54,https://www.vinted.gr/items/9184595334-memorie-ram-corsair-vengeance-32gb-5200mhz-ddr5
2026-06-16 00:53:09,Πακέτο 2x 1GB RAM Laptop,Νέο χωρίς ετικέτες,8.0,https://www.vinted.gr/items/9184453692-paketo-2x-1gb-ram-laptop
2026-06-16 00:53:09,Ramii ddr3 16gb,Καλό,19.32,https://www.vinted.gr/items/9184449254-ramii-ddr3-16gb
2026-06-16 00:53:09,Patriot 8GB DDR3L 1600MHz,Νέο χωρίς ετικέτες,18.0,https://www.vinted.gr/items/9184428589-patriot-8gb-ddr3l-1600mhz
2026-06-16 00:53:09,Pc chipek,Καλό,28.8,https://www.vinted.gr/items/9184348046-pc-chipek
2026-06-16 00:53:09,4x2gb ddr2 800mhz,Πολύ καλό,19.32,https://www.vinted.gr/items/9184341243-4x2gb-ddr2-800mhz
2026-06-16 00:53:09,Pc chipek,Καλό,14.4,https://www.vinted.gr/items/9184273204-pc-chipek
2026-06-16 00:53:09,Kingston 32GB Notebook DDR5 5600MHz CL46 KVR56S46BD8-32,Νέο με ετικέτες,230.41,https://www.vinted.gr/items/9184097125-kingston-32gb-notebook-ddr5-5600mhz-cl46-kvr56s46bd8-32
2026-06-16 00:53:09,Kingston 16GB Notebook DDR5 5600MHz CL46 KCP556SS8-16,Νέο με ετικέτες,115.2,https://www.vinted.gr/items/9184085810-kingston-16gb-notebook-ddr5-5600mhz-cl46-kcp556ss8-16
2026-06-16 00:53:09,8GB Ram kit DDR3,Πολύ καλό,20.16,https://www.vinted.gr/items/9184066847-8gb-ram-kit-ddr3
2026-06-16 00:53:09,Memorii ram 8 gb,Πολύ καλό,57.97,https://www.vinted.gr/items/9183894856-memorii-ram-8-gb
2026-06-16 00:53:09,Memorie ram 4gb,Πολύ καλό,16.43,https://www.vinted.gr/items/9183769646-memorie-ram-4gb
2026-06-16 00:53:09,Lot 10 x Memorie RAM Laptop Samsung 8GB DDR3L 1600MHz (Total 80GB),Πολύ καλό,115.94,https://www.vinted.gr/items/9183606662-lot-10-x-memorie-ram-laptop-samsung-8gb-ddr3l-1600mhz-total-80gb
2026-06-16 00:53:09,DDR 4 Corsair Vengeance LPX 8gb(2x4gb) RAM,Νέο χωρίς ετικέτες,19.32,https://www.vinted.gr/items/9183536120-ddr-4-corsair-vengeance-lpx-8gb2x4gb-ram
2026-06-16 00:53:09,2x 2Gb ram DDR3,Νέο χωρίς ετικέτες,12.0,https://www.vinted.gr/items/9183408816-2x-2gb-ram-ddr3
2026-06-16 00:53:09,2 x16 GB DDR4 3200 Mhz RAM kit,Πολύ καλό,115.2,https://www.vinted.gr/items/9183396043-2-x16-gb-ddr4-3200-mhz-ram-kit
2026-06-16 00:53:09,DDR1 ECC ram sticks,Καλό,38.65,https://www.vinted.gr/items/9183321111-ddr1-ecc-ram-sticks
2026-06-16 00:53:09,Memorie Ram 4GB DDR3L,Νέο χωρίς ετικέτες,11.59,https://www.vinted.gr/items/9183193090-memorie-ram-4gb-ddr3l
2026-06-16 00:53:09,Corsair 4gb x3,Πολύ καλό,45.0,https://www.vinted.gr/items/9183148729-corsair-4gb-x3
2026-06-16 00:53:09,memorii DDR 1,Πολύ καλό,11.98,https://www.vinted.gr/items/9182942813-memorii-ddr-1
2026-06-16 00:53:09,Micron 8GB με ταχύτητα 2666 για Laptop,Πολύ καλό,40.0,https://www.vinted.gr/items/9182891046-micron-8gb-me-taxutita-2666-gia-laptop
2026-06-16 00:53:09,vând 3 memorii DDR1 utilizate dar funcționale,Πολύ καλό,11.98,https://www.vinted.gr/items/9182850147-vand-3-memorii-ddr1-utilizate-dar-functionale
2026-06-16 00:53:09,Memorie RAM Laptop Kingston 4GB DDR4 2666MHz,Πολύ καλό,9.66,https://www.vinted.gr/items/9182802079-memorie-ram-laptop-kingston-4gb-ddr4-2666mhz
2026-06-16 00:53:09,G.Skill Trident RGB 2x8GB Kit,Πολύ καλό,69.09,https://www.vinted.gr/items/9182705052-gskill-trident-rgb-2x8gb-kit
2026-06-16 00:53:09,"Memorie RAM Corsair DDR5, 32GB",Πολύ καλό,318.85,https://www.vinted.gr/items/9182751662-memorie-ram-corsair-ddr5-32gb
2026-06-16 00:53:09,Setup de gaming full,Πολύ καλό,289.67,https://www.vinted.gr/items/9182642400-setup-de-gaming-full
2026-06-16 00:53:09,Két darab asztali szamítógéphez való ram,Πολύ καλό,12.96,https://www.vinted.gr/items/9182470047-ket-darab-asztali-szamitogephez-valo-ram
2026-06-16 00:53:09,Vengeance LPX 1x 8GB 2400Mhz,Πολύ καλό,27.05,https://www.vinted.gr/items/9182411520-vengeance-lpx-1x-8gb-2400mhz
2026-06-16 00:53:09,2x8GB ddr4 Ram,Πολύ καλό,48.31,https://www.vinted.gr/items/9182344024-2x8gb-ddr4-ram
