timestamp,name,condition,price,url
2026-06-16 01:07:24,Placa de bază pentru Pc,Καλό,57.97,https://www.vinted.gr/items/9184318882-placa-de-baza-pentru-pc
2026-06-16 01:07:24,i44OBX-W977 alaplap (+pentium III 650 Mhz proci) + Bruker Analytische Messtechnik kártya,Πολύ καλό,64.0,https://www.vinted.gr/items/9183823748-i44obx-w977-alaplap-pentium-iii-650-mhz-proci-bruker-analytische-messtechnik-kartya
2026-06-16 01:07:24,Retro SMC UltraChip ISA hálózati kártya,Καλό,10.94,https://www.vinted.gr/items/9183326403-retro-smc-ultrachip-isa-halozati-kartya
2026-06-16 01:07:24,AsRock A520m hvs,Πολύ καλό,38.65,https://www.vinted.gr/items/9183278514-asrock-a520m-hvs
2026-06-16 01:07:24,Placa de baza MSI Pro Z790-P wifi perfecta,Πολύ καλό,173.72,https://www.vinted.gr/items/9182868900-placa-de-baza-msi-pro-z790-p-wifi-perfecta
2026-06-16 01:07:24,ASRock alaplap,Νέο με ετικέτες,43.2,https://www.vinted.gr/items/9182204646-asrock-alaplap
2026-06-16 01:07:24,VW Golf 2 / Scirrocco / Jetta Dash Board CE1,Πολύ καλό,21.26,https://www.vinted.gr/items/9182173533-vw-golf-2-scirrocco-jetta-dash-board-ce1
2026-06-16 01:07:24,Asrock fm2a88x extreme4+ and A10-7850k,Πολύ καλό,55.0,https://www.vinted.gr/items/9182097910-asrock-fm2a88x-extreme4-and-a10-7850k
2026-06-16 01:07:24,Asus félkonfig,Πολύ καλό,28.8,https://www.vinted.gr/items/9181676007-asus-felkonfig
2026-06-16 01:07:24,ASUS B150M Pro Gaming alaplap + Intel i5-7500 + Cooler Master toronyhűtő szett (Frissen pasztázva!),Πολύ καλό,60.45,https://www.vinted.gr/items/9181235988-asus-b150m-pro-gaming-alaplap-intel-i5-7500-cooler-master-toronyhuto-szett-frissen-pasztazva
2026-06-16 01:07:24,"MSI G41M-P33 Combo, 2GB ram + proci",Πολύ καλό,11.52,https://www.vinted.gr/items/9181236358-msi-g41m-p33-combo-2gb-ram-proci
2026-06-16 01:07:24,ASUS P3V133,Καλό,28.99,https://www.vinted.gr/items/9181219342-asus-p3v133
2026-06-16 01:07:24,Thermalright Assassin spirit 120 ARGB,Νέο με ετικέτες,27.05,https://www.vinted.gr/items/9180886744-thermalright-assassin-spirit-120-argb
2026-06-16 01:07:24,Modul de extensie Paradox ZX8,Καλό,37.68,https://www.vinted.gr/items/9180868003-modul-de-extensie-paradox-zx8
2026-06-16 01:07:24,Placa de baza de gaming z790-p wifi,Πολύ καλό,135.08,https://www.vinted.gr/items/9180884094-placa-de-baza-de-gaming-z790-p-wifi
2026-06-16 01:07:24,Raspberry pi 3 b+ 16gb sd kártya +tápegység.,Πολύ καλό,43.2,https://www.vinted.gr/items/9180934191-raspberry-pi-3-b-16gb-sd-kartya-tapegyseg
2026-06-16 01:07:24,Μητρική Κάρτα (Industrial / Embedded) Με Ψύκτρες & Μνήμες – Πλήρες Σύστημα,Πολύ καλό,29.0,https://www.vinted.gr/items/9180759818-mitriki-karta-industrial-embedded-me-psuktres-mnimes-plires-sustima
2026-06-16 01:07:24,Modul de extensie Paradox ZX8,Πολύ καλό,38.65,https://www.vinted.gr/items/9180746687-modul-de-extensie-paradox-zx8
2026-06-16 01:07:24,Παλιός υπολογιστής,Καλό,45.0,https://www.vinted.gr/items/9180677293-palios-upologistis
2026-06-16 01:07:24,Adapter CompactFlash (CF) σε SATA για SSD Storage,Πολύ καλό,21.0,https://www.vinted.gr/items/9178974691-adapter-compactflash-cf-se-sata-gia-ssd-storage
2026-06-16 01:07:24,Plăci de bază combo,Νέο χωρίς ετικέτες,14.49,https://www.vinted.gr/items/9180171172-placi-de-baza-combo
2026-06-16 01:07:24,Κάρτα Επέκτασης USB Για Υπολογιστή Με Μεταλλικό Bracket,Πολύ καλό,12.0,https://www.vinted.gr/items/9179802527-karta-epektasis-usb-gia-ypologisti-me-metalliko-bracket
2026-06-16 01:07:24,Adapter CompactFlash (CF) σε sATA για sSD Storage,Πολύ καλό,21.0,https://www.vinted.gr/items/9158157466-adapter-compactflash-cf-se-sata-gia-ssd-storage
2026-06-16 01:07:24,Πλακέτα Adapter SATA σε USB με Τροφοδοσία (Laptop HDD/SSD),Πολύ καλό,9.0,https://www.vinted.gr/items/9179356402-plaketa-adapter-sata-se-usb-me-trophodosia-laptop-hddssd
2026-06-16 01:07:24,Placa de Baza și Procesor,Πολύ καλό,42.51,https://www.vinted.gr/items/9179269968-placa-de-baza-si-procesor
2026-06-16 01:07:24,Θύρα VGA (D-Sub 15pin) σε πλακέτα με flat Cable – Laptop / Οθόνη,Πολύ καλό,9.0,https://www.vinted.gr/items/9179273106-thura-vga-d-sub-15pin-se-plaketa-me-flat-cable-laptop-othoni
2026-06-16 01:07:24,"Kit componente interne monitor LED Samsung 32"" (Model S32F350) - Piese de schimb",Πολύ καλό,13.53,https://www.vinted.gr/items/9179229086-kit-componente-interne-monitor-led-samsung-32-model-s32f350-piese-de-schimb
2026-06-16 01:07:24,Module din tv alb negru romanesc,Καλό,9.47,https://www.vinted.gr/items/9178990787-module-din-tv-alb-negru-romanesc
2026-06-16 01:07:24,Πλακέτα Πρωτοτύπων (Perfboard) Διάτρητη,Πολύ καλό,21.0,https://www.vinted.gr/items/9178952032-plaketa-prototupon-perfboard-diatriti
2026-06-16 01:07:24,ESP 8266 Wi-Fi development board Nodemcu and 5 TP4056 type c modules,Νέο χωρίς ετικέτες,15.0,https://www.vinted.gr/items/9177530310-esp-8266-wi-fi-development-board-nodemcu-and-5-tp4056-type-c-modules
2026-06-16 01:07:24,Msi z87-g45 gaming + Intel G3450 + 8gb ram,Πολύ καλό,77.3,https://www.vinted.gr/items/9178890559-msi-z87-g45-gaming-intel-g3450-8gb-ram
2026-06-16 01:07:24,Gigabyte B650 EAGLE atx alaplap AM5,Νέο χωρίς ετικέτες,92.16,https://www.vinted.gr/items/9177886597-gigabyte-b650-eagle-atx-alaplap-am5
2026-06-16 01:07:24,Placa de Baza și Procesor,Πολύ καλό,21.25,https://www.vinted.gr/items/9177700754-placa-de-baza-si-procesor
2026-06-16 01:07:24,Raspberry Pico Kit,Νέο χωρίς ετικέτες,30.92,https://www.vinted.gr/items/9174706141-raspberry-pico-kit
2026-06-16 01:07:24,Gigabyte GeForce GTX 1660 Ti OC 6G (6GB GDDR6),Πολύ καλό,100.0,https://www.vinted.gr/items/9177396864-gigabyte-geforce-gtx-1660-ti-oc-6g-6gb-gddr6
2026-06-16 01:07:24,Raspberry pi 4B 8Gb,Νέο χωρίς ετικέτες,86.96,https://www.vinted.gr/items/9177113576-raspberry-pi-4b-8gb
2026-06-16 01:07:24,Placa de baza  a320M-HDv+ryzen3 2300g,Πολύ καλό,48.31,https://www.vinted.gr/items/9177044275-placa-de-baza-a320m-hdvryzen3-2300g
2026-06-16 01:07:24,"Placa de baza gigabyte GA-F2A88XM-DS2, Soket FM2+, DDR3, Sata 3, RAID, mATX",Πολύ καλό,38.65,https://www.vinted.gr/items/9177032011-placa-de-baza-gigabyte-ga-f2a88xm-ds2-soket-fm2-ddr3-sata-3-raid-matx
2026-06-16 01:07:24,Kit placa baza Asrock - Ryzen 2700X - Cooler Deepcool,Πολύ καλό,115.94,https://www.vinted.gr/items/9177020064-kit-placa-baza-asrock-ryzen-2700x-cooler-deepcool
2026-06-16 01:07:24,"Placă TV CV9203H-Q42 – Funcțională, folosită foarte puțin",Πολύ καλό,28.99,https://www.vinted.gr/items/9177008316-placa-tv-cv9203h-q42-functionala-folosita-foarte-putin
2026-06-16 01:07:24,"Placă de bază Gigabyte GA-78LMT-S2 – AM3+, DDR3, funcțională",Καλό,8.89,https://www.vinted.gr/items/9176911035-placa-de-baza-gigabyte-ga-78lmt-s2-am3-ddr3-functionala
2026-06-16 01:07:24,Gigabyte X87O Eagle WiFi 7 New,Νέο χωρίς ετικέτες,170.0,https://www.vinted.gr/items/9176962714-gigabyte-x87o-eagle-wifi-7-new
2026-06-16 01:07:24,Alaplap+ processzor,Καλό,28.77,https://www.vinted.gr/items/9176946179-alaplap-processzor
